FirstName,Surname,Gender
Rupak,Sheikh,Male
Rukmini,Deb,Female
Manoj,Biswas,Male
Chiranjit,Moitra,Male
Jhumur,Ghosalkar,Female
Pratik,Barai,Male
Arindam,Karmakar,Male
Suchismita,Sarkar,Female
Debjit,Ghosh,Male
Subhash,Mandal,Male
Yogesh,Barik,Male
Qasim,Poddar,Male
Arjun,Halder,Male
Subhash,Sheikh,Male
Ritwik,Mazumdar,Male
Farida,Adhikary,Female
Pratik,Dey,Male
Moumita,Khan,Female
Suchitra,DuttaChoudhury,Female
Oindrila,Bhattacharjee,Female
Rima,Roy,Female
Mithun,Jana,Male
Mrinmayee,GhoshDastidar,Female
Gourab,Chakravarty,Male
Rukmini,Sengupta,Female
Tina,Bhuiyan,Female
Moumita,Ganguly,Female
Kaberi,Dutta,Female
Mithun,Majumdar,Male
Vikram,Sultana,Male
Nabaneeta,Ganguly,Female
Ishaan,Mukhopadhyay,Male
Tina,Biswas,Female
Anik,Sekhar,Male
Hiranmay,Koley,Male
Joy,Sekhar,Male
Anik,Banerjee,Male
Deepto,Pramanik,Male
Deep,Mazumdar,Male
Ishita,GhoshDastidar,Female
Qayum,Poddar,Male
Farhanul,SenGupta,Male
Aritra,Sikdar,Male
Upoma,Deb,Female
Vikram,Sengupto,Male
Moumita,Adhikary,Female
Gopal,Chatterjee,Male
Tushar,Paul,Male
Tapas,Mitra,Male
Manisha,Chakma,Female
Qamar,Banerji,Male
Gargi,Das,Female
Mrinmayee,Basu,Female
Puja,Barik,Female
Pradip,Banerjee,Male
Puja,Mazumder,Female
Rupam,Gazi,Male
Varun,Mukhopadhyay,Male
Naina,Bhattacharya,Female
Gopal,Datta,Male
Mrinmoy,Chakravarty,Male
Jhumur,Adhikary,Female
Mrinmayee,Chakraborty,Female
Moumita,Pramanik,Female
Gopal,Banerjee,Male
Oishani,Sengupta,Female
Bishal,Talukdar,Male
Hrithik,Adhikary,Male
Kajal,Mazumder,Female
Subhajit,Sultana,Male
Kajal,Hossain,Female
Pritha,Pramanik,Female
Tushar,Malakar,Male
Swapan,Kar,Male
Pradip,Mandal,Male
Vikram,SenGupta,Male
Palash,Ganguly,Male
Madhumita,Barai,Female
Puja,Mazumdar,Female
Tina,Hossain,Female
Utpal,Sheikh,Male
Rukmini,Bagchi,Female
Tanmay,Malakar,Male
Tumpa,Mazumder,Female
Bikram,Ghoshal,Male
Hiranmay,Sultana,Male
Tumpa,Chatterjee,Female
Xarina,Ghosalkar,Female
Utpal,Roy,Male
Bappa,Mazumder,Male
Sudip,Munshi,Male
Arpan,Mandal,Male
Tanmay,SenGupta,Male
Manisha,Bagchi,Female
Rupali,Majumdar,Female
Swapan,Ghoshal,Male
Dipankar,SenGupta,Male
Swapan,Basak,Male
Xarina,Karmakar,Female
Qasim,Karmakar,Male
Rupam,Chakraborty,Male
Joydeep,Sekhar,Male
Naina,Adhikary,Female
Rupak,Ali,Male
Jharna,Malakar,Female
Zahir,Adhikary,Male
Farida,Khan,Female
Tapas,Karmakar,Male
Qamar,Mazumdar,Male
Qasim,GhoshDastidar,Male
Rupak,Bhattacharjee,Male
Animesh,Mukhopadhyay,Male
Komal,Ray,Female
Xarina,Moitra,Female
Palash,Basak,Male
Gourab,Pal,Male
Laboni,Mazumdar,Female
Pritha,Banerjee,Female
Tushar,Chakraborty,Male
Purnima,Paul,Female
Wasim,Khan,Male
Enakshi,Basu,Female
Varun,Sekhar,Male
Subhash,Dey,Male
Animesh,Kar,Male
Tumpa,Sen,Female
Zahir,Ghosalkar,Male
Pritha,Ghoshal,Female
Jhumur,Chakrabarti,Female
Nabaneeta,Bhattacharya,Female
Jharna,Chakravarty,Female
Somnath,Khatun,Male
Kaushik,Sarkar,Male
Manas,Ghosh,Male
Oishee,Naskar,Female
Tushar,Karmakar,Male
Himadri,Basak,Male
Subhash,Roychowdhury,Male
Kaushik,Bhattacharjee,Male
Kaushik,Talukdar,Male
Warisha,Ray,Female
Sudip,Bhuiyan,Male
Tuhina,Paul,Female
Farhan,Bagchi,Male
Jharna,Karmakar,Female
Nikhil,Mazumdar,Male
Nabaneeta,Roychowdhury,Female
Naina,Poddar,Female
Dibakar,Hossain,Male
Indrani,Mukhopadhyay,Female
Deepto,Mukherjee,Male
Gulshan,Pramanik,Male
Nabendu,Halder,Male
Nabendu,Ray,Male
Lopamudra,Chatterjee,Female
Oishee,Sengupta,Female
Jhumur,Poddar,Female
Ishita,Sultana,Female
Pritha,Talukdar,Female
Suchitra,Lodh,Female
Subhash,Hossain,Male
Xarina,Ghosh,Female
Lipika,Talukdar,Female
Ishita,Mukhopadhyay,Female
Zahir,Koley,Male
Palash,Malakar,Male
Kaberi,Roy,Female
Arjun,Ray,Male
Dipankar,Bhuiyan,Male
Rupali,Pal,Female
Farhan,Moitra,Male
Dibakar,Ghosalkar,Male
Tina,Kundu,Female
Kaberi,Khan,Female
Gourab,Talukdar,Male
Joydeep,Karmakar,Male
Rima,Ganguly,Female
Joydeep,Deb,Male
Mithun,Chakraborty,Male
Indrani,Bhuiyan,Female
Sudip,Paul,Male
Nikhil,Adhikary,Male
Arindam,Ghosalkar,Male
Arindam,Chowdhury,Male
Arjun,Das,Male
Arindam,Bhuiyan,Male
Pihu,Majumdar,Female
Gouranga,Biswas,Male
Eshani,Dey,Female
Rukmini,Roy,Female
Xavier,Ghoshal,Male
Biplab,Jana,Male
Ishita,Sinha,Female
Partha,Das,Male
Biplab,Sengupta,Male
Gouranga,Barua,Male
Varun,Sinha,Male
Biplab,Ali,Male
Komal,Halder,Female
Tapas,Bera,Male
Farhan,Sikdar,Male
Tanmay,Roychowdhury,Male
Aritra,Basak,Male
Subhasis,Sultana,Male
Pihu,Koley,Female
Subhash,Jana,Male
Ranjit,Roy,Male
Quadir,Bhattacharya,Male
Gargi,Karmakar,Female
Sudip,Lodh,Male
Nabamita,Banerjee,Female
Bikram,Sarkar,Male
Gopal,Kundu,Male
Animesh,Chowdhury,Male
Tushar,Adhikary,Male
Rukmini,Pramanik,Female
Farhan,Bera,Male
Joy,Mukherjee,Male
Hiranmay,SenGupta,Male
Lopamudra,Saha,Female
Tanmay,Ganguly,Male
Subhash,Bandyopadhyay,Male
Farida,Biswas,Female
Rima,Munshi,Female
Wahid,Sheikh,Male
Lipika,Khan,Female
Sudip,Bagchi,Male
Nirupam,Ray,Male
Hiranmay,Bhattacharjee,Male
Tina,Ray,Female
Pradip,Barik,Male
Puja,Sikdar,Female
Koel,Pramanik,Female
Suchitra,Bandyopadhyay,Female
Madhuri,Gazi,Female
Ishaan,Mazumdar,Male
Animesh,Sekhar,Male
Krittika,Chatterjee,Female
Tithi,Bandyopadhyay,Female
Upoma,Karmakar,Female
Qasim,Hossain,Male
Chandan,Banerji,Male
Xarina,Bhattacharjee,Female
Debjit,Chatterjee,Male
Enakshi,Sikdar,Female
Koel,Nandi,Female
Jaya,Banerjee,Female
Ranjit,Nandi,Male
Subhajit,Jana,Male
Manas,Munshi,Male
Tapas,Dey,Male
Zarin,Basu,Female
Zarin,Bhowmik,Female
Elina,Dey,Female
Nirupam,Ganguly,Male
Xavier,Rahman,Male
Tina,Karmakar,Female
Himadri,Chakma,Male
Tina,Sengupto,Female
Partha,Nandi,Male
Soma,Chakravarty,Female
Nabamita,Koley,Female
Nabaneeta,Sekhar,Female
Qamar,DuttaChoudhury,Male
Joy,Chakravarty,Male
Gulshan,Bhowmik,Male
Koel,Bagchi,Female
Sourav,Lodh,Male
Esha,Chakraborty,Female
Enakshi,Kundu,Female
Xarina,Mandal,Female
Velan,Mandal,Male
Yash,Saha,Male
Payel,Talukdar,Female
Rupak,Basak,Male
Zinia,Rahman,Female
Ishaan,Chakraborty,Male
Subhash,Ali,Male
Gulshan,Saha,Male
Aritra,Koley,Male
Jaya,Chakrabarti,Female
Niladri,Sarkar,Male
Gourab,Adhikary,Male
Kaberi,Gazi,Female
Tushar,Moitra,Male
Jaya,Sheikh,Female
Zarin,Pramanik,Female
Soma,Adhikary,Female
Jhumur,Roychowdhury,Female
Tapas,Mukhopadhyay,Male
Rima,Sen,Female
Esha,Chakma,Female
Rupali,Kar,Female
Zarin,Bhattacharjee,Female
Palash,Ghosalkar,Male
Partha,Khan,Male
Tina,Munshi,Female
Chiranjit,Koley,Male
Deepto,SenGupta,Male
Rimi,Karmakar,Female
Jharna,Roy,Female
Nabaneeta,Saha,Female
Hrithik,Sengupto,Male
Subhash,Bhowmik,Male
Manas,Chakraborty,Male
Sudip,Chatterjee,Male
Biplab,Gazi,Male
Varun,Bera,Male
Qasim,Bhuiyan,Male
Pratik,Ghoshal,Male
Pihu,Datta,Female
Anik,Basak,Male
Velan,Bagchi,Male
Purnima,Ray,Female
Gopal,Das,Male
Goutam,Pal,Male
Rima,Biswas,Female
Elina,Datta,Female
Hiranmay,Roy,Male
Kamal,Sheikh,Male
Sudip,Sultana,Male
Zarin,Datta,Female
Indranil,Mandal,Male
Goutam,Mukhopadhyay,Male
Koyel,Sheikh,Female
Bishal,Poddar,Male
Madhuri,Das,Female
Mrinmayee,Sinha,Female
Ravi,Dutta,Male
Kamal,Deb,Male
Quadir,Biswas,Male
Manisha,Bhattacharjee,Female
Tina,Banerjee,Female
Arjun,Barua,Male
Sudip,Mazumdar,Male
Jayanta,Bhuiyan,Male
Nabaneeta,Pramanik,Female
Harsha,DuttaChoudhury,Female
Chandan,Chatterjee,Male
Madhumita,Chakraborty,Female
Joydeep,Bhuiyan,Male
Indrani,Karmakar,Female
Gopal,SenGupta,Male
Wasim,Chakrabarti,Male
Sourav,Sheikh,Male
Suchitra,Banerji,Female
Upoma,DuttaChoudhury,Female
Tanmay,Adhikary,Male
Farida,Bhattacharjee,Female
Gargi,Rahman,Female
Harsha,Bhattacharjee,Female
Chiranjit,Sikdar,Male
Debjit,Malakar,Male
Animesh,Roy,Male
Sourav,Roychowdhury,Male
Xarina,Bhattacharya,Female
Joydeep,Das,Male
Biplab,Malakar,Male
Yash,Halder,Male
Deepto,Barua,Male
Dwaipayan,Deb,Male
Madhuri,Khatun,Female
Laboni,Chakravarty,Female
Quadir,Bhowmik,Male
Chiranjit,Bhuiyan,Male
Debasis,Kar,Male
Sudip,Biswas,Male
Elina,Basu,Female
Manisha,Pal,Female
Suchismita,Datta,Female
Subhasis,Mandal,Male
Mrinmayee,Chakma,Female
Qayum,Khan,Male
Bishal,Mukherjee,Male
Nabaneeta,Banerjee,Female
Mrinmayee,Banerji,Female
Gourab,Ghosalkar,Male
Oishee,Pramanik,Female
Manisha,Hossain,Female
Dwaipayan,Mazumder,Male
Animesh,Naskar,Male
Qamar,Sekhar,Male
Jayanta,Karmakar,Male
Rukmini,Munshi,Female
Nabamita,Basu,Female
Tumpa,Ali,Female
Faria,Sarkar,Female
Dibakar,Chakraborty,Male
Madhuri,Barua,Female
Quadir,Saha,Male
Arpan,Poddar,Male
Kaberi,Saha,Female
Soma,Das,Female
Tithi,Pal,Female
Mitali,Sultana,Female
Puja,Banerjee,Female
Esha,Dutta,Female
Suchitra,Talukdar,Female
Chandan,Sen,Male
Tapas,Hossain,Male
Lipika,Barai,Female
Swapan,Sultana,Male
Arindam,Paul,Male
Tumpa,Roychowdhury,Female
Dwij,Mazumdar,Male
Bishal,Ghosh,Male
Harsha,Mazumder,Female
Bappa,Nandi,Male
Swapan,Poddar,Male
Suchitra,Ghosh,Female
Yogesh,Dutta,Male
Oishani,Ray,Female
Nabamita,Jana,Female
Dipankar,Chowdhury,Male
Pratik,Chakma,Male
Naina,Dutta,Female
Partha,Sinha,Male
Rukmini,Banerjee,Female
Nabendu,Jana,Male
Tuhina,Lodh,Female
Rima,Datta,Female
Farhan,Chakrabarti,Male
Subhajit,Khan,Male
Hiranmay,Poddar,Male
Gulshan,Ghoshal,Male
Chiranjit,Mazumdar,Male
Goutam,Sheikh,Male
Sweta,Barua,Female
Qamar,Poddar,Male
Ishaan,Chakma,Male
Qayum,Pramanik,Male
Upal,Rahman,Male
Dipankar,Lodh,Male
Xavier,Ray,Male
Zahir,Mukhopadhyay,Male
Nabamita,Bera,Female
Ravi,Barik,Male
Rupam,Sinha,Male
Kaberi,Karmakar,Female
Arjun,Bandyopadhyay,Male
Zahir,Hossain,Male
Manisha,Karmakar,Female
Koyel,Saha,Female
Deepto,Bhuiyan,Male
Nabaneeta,Lodh,Female
Liton,Bera,Male
Rukmini,Biswas,Female
Namita,Pramanik,Female
Laxmi,Bandyopadhyay,Female
Pratik,Pal,Male
Ishita,Ghosh,Female
Farida,SenGupta,Female
Quadir,Sekhar,Male
Soma,Ray,Female
Arjun,Chakraborty,Male
Arjun,Dutta,Male
Manas,Chakrabarti,Male
Manisha,Paul,Female
Jhumur,Khan,Female
Gargi,Ghoshal,Female
Indrani,Banerji,Female
Partha,SenGupta,Male
Rukmini,Poddar,Female
Qamar,Lodh,Male
Dipankar,Kar,Male
Manisha,Chakrabarti,Female
Dibakar,Mukhopadhyay,Male
Purnima,Mazumder,Female
Jharna,Kar,Female
Ishita,Chowdhury,Female
Koyel,Das,Female
Swapan,Khatun,Male
Xavier,Mandal,Male
Dibakar,Roy,Male
Tithi,Ali,Female
Deepto,Majumdar,Male
Joy,Basak,Male
Soma,Majumdar,Female
Purnima,GhoshDastidar,Female
Sudip,Bhattacharjee,Male
Farhan,Saha,Male
Swapan,Rahman,Male
Chiranjit,Ganguly,Male
Farhan,Jana,Male
Manoj,Adhikary,Male
Varun,Chatterjee,Male
Krittika,Basu,Female
Indrani,Barik,Female
Krittika,Sheikh,Female
Qayum,Mazumdar,Male
Farhanul,Jana,Male
Bishal,Khan,Male
Aritra,Bandyopadhyay,Male
Debasis,Jana,Male
Gulshan,Kar,Male
Yash,Mukhopadhyay,Male
Kamal,Paul,Male
Kaberi,Lodh,Female
Qayum,Koley,Male
Kajal,Bhowmik,Female
Debasis,GhoshDastidar,Male
Payel,Bhowmik,Female
Oishani,Chakravarty,Female
Pihu,Biswas,Female
Naina,Mondal,Female
Laboni,Gazi,Female
Xarina,Mukhopadhyay,Female
Koyel,Pramanik,Female
Mithun,Datta,Male
Qasim,Banerjee,Male
Koel,Das,Female
Ishita,Sen,Female
Manisha,Banerji,Female
Pratik,Lodh,Male
Koyel,Bera,Female
Payel,Basak,Female
Mrinmayee,Khatun,Female
Niladri,Ganguly,Male
Tithi,Poddar,Female
Yogesh,Sen,Male
Eshani,Rahman,Female
Puja,Sen,Female
Sourav,SenGupta,Male
Tanmay,Moitra,Male
Nabaneeta,Naskar,Female
Swapan,Ghosalkar,Male
Soma,Sengupto,Female
Zahir,Bhattacharya,Male
Manisha,Majumdar,Female
Utpal,Ganguly,Male
Hiranmay,Ali,Male
Eshani,Khan,Female
Madhuri,Mandal,Female
Qasim,Dey,Male
Namita,Biswas,Female
Yogesh,Deb,Male
Koel,Ganguly,Female
Nabamita,Ghosalkar,Female
Gargi,SenGupta,Female
Tithi,Talukdar,Female
Payel,Saha,Female
Harsha,Chakravarty,Female
Gargi,Sheikh,Female
Debasis,Ghosh,Male
Varun,Saha,Male
Sweta,Sikdar,Female
Rupak,Hossain,Male
Pratik,SenGupta,Male
Lipika,Adhikary,Female
Joy,Lodh,Male
Deep,Lodh,Male
Himadri,Bhuiyan,Male
Jharna,Bagchi,Female
Upal,Sikdar,Male
Ishaan,SenGupta,Male
Laboni,Roychowdhury,Female
Upoma,Moitra,Female
Krittika,Mukhopadhyay,Female
Anik,Sikdar,Male
Moumita,Halder,Female
Manisha,DuttaChoudhury,Female
Gargi,Sultana,Female
Madhumita,Biswas,Female
Upal,Mukherjee,Male
Wahid,Chakrabarti,Male
Manisha,Basu,Female
Naina,Mazumder,Female
Jharna,Ghosalkar,Female
Rima,Halder,Female
Purnima,Ghoshal,Female
Xavier,Chatterjee,Male
Madhumita,Dey,Female
Somnath,Sen,Male
Hiranmay,Nandi,Male
Mrinmoy,Roy,Male
Nirupam,DuttaChoudhury,Male
Esha,Bhattacharjee,Female
Mrinmayee,Barik,Female
Tanmay,Chakraborty,Male
Faria,Ghoshal,Female
Moumita,Paul,Female
Tushar,Sinha,Male
Arjun,Khan,Male
Naina,Sen,Female
Puja,Barua,Female
Ritwik,Ray,Male
Manisha,Ghosh,Female
Mrinmoy,Sinha,Male
Farida,Rahman,Female
Goutam,Saha,Male
Tapas,Deb,Male
Madhumita,Paul,Female
Nirupam,Bhowmik,Male
Zinia,Banerjee,Female
Somnath,Koley,Male
Ishita,Bagchi,Female
Animesh,Sultana,Male
Upal,Mazumder,Male
Qayum,SenGupta,Male
Kaushik,Deb,Male
Rima,Banerji,Female
Manoj,Mazumder,Male
Moumita,Hossain,Female
Bikram,Mandal,Male
Kaushik,Chakravarty,Male
Farida,Basu,Female
Debjit,Sekhar,Male
Somnath,Pal,Male
Varun,Ghosh,Male
Liton,Adhikary,Male
Gopal,DuttaChoudhury,Male
Moumita,Barai,Female
Deep,Mandal,Male
Suchismita,Mazumdar,Female
Dipankar,Sarkar,Male
Oishani,Paul,Female
Jayanta,Mondal,Male
Velan,Gazi,Male
Subhajit,Sen,Male
Sweta,Nandi,Female
Suchismita,Kundu,Female
Madhumita,Datta,Female
Dibakar,Sinha,Male
Krittika,Bagchi,Female
Arindam,Malakar,Male
Gourab,Deb,Male
Niladri,Sengupta,Male
Elina,Bagchi,Female
Arpan,Roychowdhury,Male
Debjit,Bhuiyan,Male
Zarin,Deb,Female
Kamal,Pal,Male
Warisha,Bhattacharjee,Female
Madhumita,Khan,Female
Dwij,Biswas,Male
Nikhil,Khan,Male
Lopamudra,Mukherjee,Female
Ranjit,Dutta,Male
Zinia,Hossain,Female
Dwij,Lodh,Male
Joydeep,Poddar,Male
Sourav,Ray,Male
Mrinmayee,SenGupta,Female
Partha,Sheikh,Male
Madhumita,Mukhopadhyay,Female
Ranjit,Bhattacharjee,Male
Ishita,Rahman,Female
Ravi,Karmakar,Male
Soma,Bera,Female
Joy,Mazumdar,Male
Mithun,Kundu,Male
Koyel,Moitra,Female
Manas,Mukherjee,Male
Elina,Saha,Female
Kaberi,Sheikh,Female
Debasis,Barua,Male
Manas,Chatterjee,Male
Pratik,GhoshDastidar,Male
Velan,Sarkar,Male
Joy,Mondal,Male
Deepto,Chakma,Male
Bishal,Dutta,Male
Vikram,Hossain,Male
Suchismita,Koley,Female
Yasmin,Gazi,Female
Pritha,Ali,Female
Goutam,Mandal,Male
Xarina,Chakrabarti,Female
Chandan,Roy,Male
Liton,Pramanik,Male
Namita,Bhattacharya,Female
Moumita,Moitra,Female
Himadri,GhoshDastidar,Male
Dwaipayan,Banerjee,Male
Ritwik,Deb,Male
Yash,Mandal,Male
Anik,Naskar,Male
Biplab,Pramanik,Male
Jayanta,Roy,Male
Animesh,SenGupta,Male
Enakshi,Jana,Female
Mitali,Rahman,Female
Nirupam,Koley,Male
Rupam,Paul,Male
Chiranjit,Bandyopadhyay,Male
Gouranga,Sheikh,Male
Payel,Chakravarty,Female
Mitali,Dutta,Female
Oindrila,Barai,Female
Suchitra,Datta,Female
Farhanul,Bera,Male
Manisha,Sengupto,Female
Nirupam,Banerjee,Male
Farida,Chowdhury,Female
Deep,Pal,Male
Somnath,Bhattacharjee,Male
Nabaneeta,Rahman,Female
Namita,Mazumder,Female
Palash,Banerjee,Male
Farhan,Sheikh,Male
Yogesh,Lodh,Male
Enakshi,Sarkar,Female
Jayanta,DuttaChoudhury,Male
Chandan,Khan,Male
Jayanta,Basu,Male
Zahir,Dey,Male
Suchismita,Kar,Female
Manas,Poddar,Male
Purnima,Chowdhury,Female
Arjun,Ganguly,Male
Deep,Sekhar,Male
Rimi,Gazi,Female
Ipsita,Lodh,Female
Subhajit,Nandi,Male
Somnath,Deb,Male
Utpal,Nandi,Male
Gourab,Bhattacharya,Male
Warisha,Majumdar,Female
Nirupam,Ghosalkar,Male
Subhash,Sultana,Male
Elina,Sinha,Female
Subhasis,Kar,Male
Animesh,Barik,Male
Elina,Majumdar,Female
Enakshi,Basak,Female
Deep,Bera,Male
Kajal,Halder,Female
Bishal,Ray,Male
Farhanul,Hossain,Male
Zinia,Ganguly,Female
Bappa,Chakrabarti,Male
Tuhina,Dey,Female
Tapas,SenGupta,Male
Tina,Mukhopadhyay,Female
Aritra,Chatterjee,Male
Gouranga,Naskar,Male
Debasis,Kundu,Male
Warisha,Basu,Female
Pritha,Bagchi,Female
Oishee,Karmakar,Female
Niladri,Pal,Male
Hrithik,Lodh,Male
Harsha,Banerjee,Female
Utpal,Roychowdhury,Male
Purnima,Pramanik,Female
Faria,Munshi,Female
Jayanta,Hossain,Male
Jaya,Bhattacharjee,Female
Riya,Roy,Female
Laboni,Bhattacharjee,Female
Nabamita,Bhattacharjee,Female
Farhanul,Roychowdhury,Male
Namita,Roy,Female
Qayum,Das,Male
Niladri,Gazi,Male
Rukmini,Paul,Female
Oishani,Koley,Female
Rima,Bhowmik,Female
Suchitra,Sekhar,Female
Niladri,Sheikh,Male
Upal,Bhattacharya,Male
Swapan,Deb,Male
Xarina,Chakravarty,Female
Madhuri,Sengupto,Female
Niladri,Munshi,Male
Sudip,Naskar,Male
Warisha,Khatun,Female
Swapan,Bandyopadhyay,Male
Indrani,Bhattacharjee,Female
Dwaipayan,Barua,Male
Chiranjit,Malakar,Male
Qayum,Ghosalkar,Male
Deepto,Nandi,Male
Deep,Ray,Male
Tapas,Sinha,Male
Gopal,Bhattacharya,Male
Harsha,Nandi,Female
Suchitra,Khan,Female
Mrinmayee,Kundu,Female
Tina,Poddar,Female
Debasis,Halder,Male
Subhajit,Karmakar,Male
Farhanul,Banerjee,Male
Lipika,Mitra,Female
Xarina,Khan,Female
Ipsita,Dutta,Female
Velan,Ghoshal,Male
Riya,Rahman,Female
Wahid,Bhuiyan,Male
Namita,Bera,Female
Madhuri,Mukhopadhyay,Female
Zarin,Munshi,Female
Soma,Mazumder,Female
Aritra,Sengupta,Male
Zahir,Biswas,Male
Joydeep,Datta,Male
Mithun,Chatterjee,Male
Jhumur,Majumdar,Female
Chandan,Ghosalkar,Male
Dibakar,Biswas,Male
Vikram,Jana,Male
Wasim,Bera,Male
Chiranjit,Kundu,Male
Tuhina,Majumdar,Female
Dwij,Karmakar,Male
Esha,Sinha,Female
Hrithik,Karmakar,Male
Manas,Jana,Male
Moumita,Bhattacharjee,Female
Tanmay,Jana,Male
Puja,Munshi,Female
Nirupam,Nandi,Male
Dibakar,Dey,Male
Lopamudra,Chowdhury,Female
Yasmin,DuttaChoudhury,Female
Nabamita,Ali,Female
Animesh,Mandal,Male
Dwaipayan,Biswas,Male
Warisha,Sikdar,Female
Mrinmayee,Mandal,Female
Purnima,Basak,Female
Elina,Das,Female
Kajal,Das,Female
Bishal,Naskar,Male
Bishal,Barik,Male
Pradip,Khatun,Male
Naina,Khan,Female
Subhajit,Mitra,Male
Wahid,Banerji,Male
Pratik,Sen,Male
Gourab,Mukhopadhyay,Male
Tapas,Chakravarty,Male
Eshani,Ghosalkar,Female
Harsha,Karmakar,Female
Gargi,Dey,Female
Indranil,Bhattacharjee,Male
Elina,Bhuiyan,Female
Yogesh,Bagchi,Male
Biplab,Sultana,Male
Farida,Chatterjee,Female
Kamal,Bandyopadhyay,Male
Tina,Sinha,Female
Debasis,Barik,Male
Wasim,Sultana,Male
Nabendu,Chakrabarti,Male
Koyel,Basak,Female
Deepto,Hossain,Male
Pritha,Dey,Female
Quadir,Jana,Male
Sourav,Koley,Male
Riya,Nandi,Female
Subhasis,Deb,Male
Nabendu,Mazumdar,Male
Gargi,Saha,Female
Warisha,Bera,Female
Laboni,Datta,Female
Pradip,Barua,Male
Ravi,Gazi,Male
Payel,Jana,Female
Manoj,Naskar,Male
Manas,Sikdar,Male
Swapan,Pal,Male
Liton,Dey,Male
Subhajit,Sarkar,Male
Sudip,Barik,Male
Gargi,Barai,Female
Tanmay,Sinha,Male
Sourav,Sikdar,Male
Ravi,SenGupta,Male
Hiranmay,Bhuiyan,Male
Koel,Gazi,Female
Namita,Kar,Female
Nabaneeta,Karmakar,Female
Quadir,Paul,Male
Dwij,Saha,Male
Nabamita,Sarkar,Female
Jayanta,Nandi,Male
Ishita,Ray,Female
Jaya,Mitra,Female
Tanmay,Rahman,Male
Anik,Saha,Male
Laboni,Dey,Female
Koel,Talukdar,Female
Niladri,Chatterjee,Male
Krittika,Bhattacharya,Female
Yash,GhoshDastidar,Male
Nabamita,Lodh,Female
Jhumur,Sinha,Female
Manas,Barua,Male
Somnath,Banerjee,Male
Oishee,Malakar,Female
Yogesh,Munshi,Male
Nikhil,Bandyopadhyay,Male
Rimi,Nandi,Female
Koyel,Malakar,Female
Subhash,Bera,Male
Pratik,Roy,Male
Hiranmay,Chakrabarti,Male
Yasmin,Sikdar,Female
Tuhina,Kar,Female
Utpal,Biswas,Male
Manisha,Khan,Female
Pradip,Roychowdhury,Male
Madhuri,Chakrabarti,Female
Mrinmoy,Mukhopadhyay,Male
Yogesh,Bhattacharya,Male
Indranil,Bandyopadhyay,Male
Harsha,Khan,Female
Pradip,Sekhar,Male
Joy,Ghoshal,Male
Qamar,Pal,Male
Riya,Bandyopadhyay,Female
Goutam,Malakar,Male
Swapan,Paul,Male
Namita,Poddar,Female
Vikram,Pramanik,Male
Dwaipayan,Karmakar,Male
Liton,Bandyopadhyay,Male
Tanmay,Khan,Male
Rukmini,Sarkar,Female
Soma,Ghoshal,Female
Upal,Karmakar,Male
Bishal,Mitra,Male
Laxmi,Roy,Female
Nabamita,Karmakar,Female
Biplab,Mukhopadhyay,Male
Ranjit,Pal,Male
Oishani,Kar,Female
Dwij,Mukherjee,Male
Harsha,Deb,Female
Bishal,Bandyopadhyay,Male
Nabendu,Bhattacharjee,Male
Manisha,Barua,Female
Partha,Lodh,Male
Dwaipayan,Koley,Male
Namita,Chakraborty,Female
Warisha,Barik,Female
Oishani,Dey,Female
Suchismita,Barua,Female
Ishaan,Ali,Male
Tithi,Mazumdar,Female
Mrinmoy,Nandi,Male
Tapas,Das,Male
Goutam,Chakrabarti,Male
Liton,Halder,Male
Tuhina,Mukherjee,Female
Debasis,Chowdhury,Male
Suchismita,Poddar,Female
Madhumita,Khatun,Female
Moumita,Bagchi,Female
Yogesh,Das,Male
Deepto,Bhattacharjee,Male
Arjun,Sikdar,Male
Tapas,Jana,Male
Komal,Chatterjee,Female
Mrinmayee,Halder,Female
Hiranmay,Roychowdhury,Male
Gourab,Chakrabarti,Male
Yogesh,Paul,Male
Yasmin,Mazumdar,Female
Biplab,Ganguly,Male
Biplab,Barik,Male
Anik,Pal,Male
Gouranga,Mondal,Male
Himadri,Mondal,Male
Debjit,Chakraborty,Male
Elina,Barua,Female
Tina,Rahman,Female
Joy,Biswas,Male
Tushar,Kundu,Male
Partha,Roy,Male
Chiranjit,Pramanik,Male
Partha,Biswas,Male
Farhan,Mitra,Male
Hiranmay,Paul,Male
Laxmi,Pramanik,Female
Qasim,Mazumdar,Male
Madhuri,Sarkar,Female
Oishee,Paul,Female
Sourav,Dey,Male
Nabendu,Bandyopadhyay,Male
Rimi,Koley,Female
Jaya,Ghosalkar,Female
Velan,Sekhar,Male
Pihu,Kundu,Female
Rupali,Banerjee,Female
Gourab,Ganguly,Male
Wahid,Roy,Male
Jhumur,Talukdar,Female
Yogesh,Mandal,Male
Chandan,Bandyopadhyay,Male
Tanmay,Nandi,Male
Xavier,Pal,Male
Ravi,Bhattacharya,Male
Mrinmoy,Chatterjee,Male
Purnima,Bhattacharjee,Female
Dwaipayan,Mukherjee,Male
Tapas,Sengupta,Male
Tithi,Malakar,Female
Partha,Karmakar,Male
Rima,Sengupto,Female
Nikhil,Datta,Male
Oindrila,Bagchi,Female
Bikram,Mukhopadhyay,Male
Rukmini,Roychowdhury,Female
Wahid,Ghoshal,Male
Deep,Karmakar,Male
Mrinmayee,Datta,Female
